filename,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,策略评分
301248.SZ_杰创智能.csv,1,-4.32%,0.00%,-4.32%,-4.32%,0.0,0.0
301251.SZ_威尔高.csv,0,N/A,N/A,N/A,N/A,,
301252.SZ_同星科技.csv,2,3.06%,50.00%,16.13%,-10.00%,1.613,0.806
301255.SZ_通力科技.csv,2,2.87%,50.00%,8.12%,-2.38%,3.415,1.707
301256.SZ_华融化学.csv,0,N/A,N/A,N/A,N/A,,
301257.SZ_普蕊斯.csv,1,-2.80%,0.00%,-2.80%,-2.80%,0.0,0.0
301258.SZ_富士莱.csv,2,-2.40%,0.00%,-1.46%,-3.34%,0.0,0.0
301259.SZ_艾布鲁.csv,0,N/A,N/A,N/A,N/A,,
301260.SZ_格力博.csv,0,N/A,N/A,N/A,N/A,,
301261.SZ_恒工精密.csv,0,N/A,N/A,N/A,N/A,,
301262.SZ_海看股份.csv,2,2.30%,100.00%,2.34%,2.26%,0.023,0.023
301263.SZ_泰恩康.csv,1,-3.22%,0.00%,-3.22%,-3.22%,0.0,0.0
301265.SZ_华新环保.csv,2,-1.93%,0.00%,-0.92%,-2.93%,0.0,0.0
301266.SZ_宇邦新材.csv,0,N/A,N/A,N/A,N/A,,
301267.SZ_华厦眼科.csv,1,1.27%,100.00%,1.27%,1.27%,0.013,0.013
301268.SZ_铭利达.csv,1,4.54%,100.00%,4.54%,4.54%,0.045,0.045
301269.SZ_华大九天.csv,0,N/A,N/A,N/A,N/A,,
301270.SZ_汉仪股份.csv,1,-4.43%,0.00%,-4.43%,-4.43%,0.0,0.0
301272.SZ_英华特.csv,0,N/A,N/A,N/A,N/A,,
301273.SZ_瑞晨环保.csv,3,7.98%,100.00%,13.19%,1.61%,0.08,0.08
301275.SZ_汉朔科技.csv,0,N/A,N/A,N/A,N/A,,
301276.SZ_嘉曼服饰.csv,1,2.61%,100.00%,2.61%,2.61%,0.026,0.026
301277.SZ_新天地.csv,2,0.83%,50.00%,2.05%,-0.40%,5.114,2.557
301278.SZ_快可电子.csv,3,-0.10%,33.33%,1.60%,-1.68%,1.671,0.557
301279.SZ_金道科技.csv,0,N/A,N/A,N/A,N/A,,
301280.SZ_珠城科技.csv,2,1.18%,50.00%,6.20%,-3.83%,1.618,0.809
301281.SZ_科源制药.csv,0,N/A,N/A,N/A,N/A,,
301282.SZ_金禄电子.csv,6,-1.53%,50.00%,6.44%,-10.77%,0.502,0.251
301283.SZ_聚胶股份.csv,1,-10.87%,0.00%,-10.87%,-10.87%,0.0,0.0
301285.SZ_鸿日达.csv,0,N/A,N/A,N/A,N/A,,
301286.SZ_侨源股份.csv,1,2.98%,100.00%,2.98%,2.98%,0.03,0.03
301287.SZ_康力源.csv,0,N/A,N/A,N/A,N/A,,
301289.SZ_国缆检测.csv,2,-4.85%,0.00%,-2.19%,-7.50%,0.0,0.0
301290.SZ_东星医疗.csv,0,N/A,N/A,N/A,N/A,,
301291.SZ_明阳电气.csv,1,-1.90%,0.00%,-1.90%,-1.90%,0.0,0.0
301292.SZ_海科新源.csv,0,N/A,N/A,N/A,N/A,,
301293.SZ_三博脑科.csv,1,-10.39%,0.00%,-10.39%,-10.39%,0.0,0.0
301295.SZ_美硕科技.csv,0,N/A,N/A,N/A,N/A,,
301296.SZ_新巨丰.csv,6,-0.05%,33.33%,6.26%,-3.58%,1.455,0.485
301297.SZ_富乐德.csv,0,N/A,N/A,N/A,N/A,,
301298.SZ_东利机械.csv,2,8.21%,100.00%,16.05%,0.38%,0.082,0.082
301299.SZ_卓创资讯.csv,0,N/A,N/A,N/A,N/A,,
301300.SZ_远翔新材.csv,0,N/A,N/A,N/A,N/A,,
301301.SZ_川宁生物.csv,1,3.98%,100.00%,3.98%,3.98%,0.04,0.04
301302.SZ_华如科技.csv,2,2.28%,100.00%,3.78%,0.79%,0.023,0.023
301303.SZ_真兰仪表.csv,0,N/A,N/A,N/A,N/A,,
301305.SZ_朗坤科技.csv,1,-2.32%,0.00%,-2.32%,-2.32%,0.0,0.0
301306.SZ_西测测试.csv,0,N/A,N/A,N/A,N/A,,
301307.SZ_美利信.csv,2,-10.49%,0.00%,-8.99%,-11.98%,0.0,0.0
301308.SZ_江波龙.csv,0,N/A,N/A,N/A,N/A,,
301309.SZ_万得凯.csv,1,5.06%,100.00%,5.06%,5.06%,0.051,0.051
301310.SZ_鑫宏业.csv,0,N/A,N/A,N/A,N/A,,
301311.SZ_昆船智能.csv,1,10.19%,100.00%,10.19%,10.19%,0.102,0.102
301312.SZ_智立方.csv,0,N/A,N/A,N/A,N/A,,
301313.SZ_凡拓数创.csv,0,N/A,N/A,N/A,N/A,,
301314.SZ_科瑞思.csv,1,10.28%,100.00%,10.28%,10.28%,0.103,0.103
301315.SZ_威士顿.csv,1,-5.21%,0.00%,-5.21%,-5.21%,0.0,0.0
301316.SZ_慧博云通.csv,1,18.85%,100.00%,18.85%,18.85%,0.189,0.189
301317.SZ_鑫磊股份.csv,0,N/A,N/A,N/A,N/A,,
301318.SZ_维海德.csv,3,3.00%,100.00%,4.26%,0.67%,0.03,0.03
301319.SZ_唯特偶.csv,1,-0.07%,0.00%,-0.07%,-0.07%,0.0,0.0
301320.SZ_豪江智能.csv,0,N/A,N/A,N/A,N/A,,
301321.SZ_翰博高新.csv,1,-6.89%,0.00%,-6.89%,-6.89%,0.0,0.0
301322.SZ_绿通科技.csv,2,-1.29%,50.00%,0.29%,-2.86%,0.101,0.05
301323.SZ_新莱福.csv,0,N/A,N/A,N/A,N/A,,
301325.SZ_曼恩斯特.csv,1,-2.78%,0.00%,-2.78%,-2.78%,0.0,0.0
301326.SZ_捷邦科技.csv,1,5.05%,100.00%,5.05%,5.05%,0.051,0.051
301327.SZ_华宝新能.csv,2,-3.60%,0.00%,-2.96%,-4.24%,0.0,0.0
301328.SZ_维峰电子.csv,1,2.26%,100.00%,2.26%,2.26%,0.023,0.023
301329.SZ_信音电子.csv,0,N/A,N/A,N/A,N/A,,
301330.SZ_熵基科技.csv,1,-1.29%,0.00%,-1.29%,-1.29%,0.0,0.0
301331.SZ_恩威医药.csv,1,2.27%,100.00%,2.27%,2.27%,0.023,0.023
301332.SZ_德尔玛.csv,0,N/A,N/A,N/A,N/A,,
301333.SZ_诺思格.csv,4,0.41%,50.00%,9.76%,-7.43%,1.122,0.561
301335.SZ_天元宠物.csv,0,N/A,N/A,N/A,N/A,,
301336.SZ_趣睡科技.csv,0,N/A,N/A,N/A,N/A,,
301337.SZ_亚华电子.csv,0,N/A,N/A,N/A,N/A,,
301338.SZ_凯格精机.csv,2,17.96%,100.00%,31.87%,4.04%,0.18,0.18
301339.SZ_通行宝.csv,0,N/A,N/A,N/A,N/A,,
301345.SZ_涛涛车业.csv,0,N/A,N/A,N/A,N/A,,
301348.SZ_蓝箭电子.csv,2,2.87%,100.00%,3.80%,1.93%,0.029,0.029
301349.SZ_信德新材.csv,6,-3.25%,33.33%,5.29%,-11.52%,0.449,0.15
301353.SZ_普莱得.csv,0,N/A,N/A,N/A,N/A,,
301355.SZ_南王科技.csv,0,N/A,N/A,N/A,N/A,,
301356.SZ_天振股份.csv,1,18.13%,100.00%,18.13%,18.13%,0.181,0.181
301357.SZ_北方长龙.csv,0,N/A,N/A,N/A,N/A,,
301358.SZ_湖南裕能.csv,1,6.18%,100.00%,6.18%,6.18%,0.062,0.062
301359.SZ_东南电子.csv,1,-0.09%,0.00%,-0.09%,-0.09%,0.0,0.0
301360.SZ_荣旗科技.csv,0,N/A,N/A,N/A,N/A,,
301361.SZ_众智科技.csv,1,23.93%,100.00%,23.93%,23.93%,0.239,0.239
301362.SZ_民爆光电.csv,1,-1.21%,0.00%,-1.21%,-1.21%,0.0,0.0
301363.SZ_美好医疗.csv,1,21.67%,100.00%,21.67%,21.67%,0.217,0.217
301365.SZ_矩阵股份.csv,4,2.88%,75.00%,12.97%,-6.83%,0.896,0.672
301366.SZ_一博科技.csv,0,N/A,N/A,N/A,N/A,,
301367.SZ_瑞迈特.csv,1,1.27%,100.00%,1.27%,1.27%,0.013,0.013
301368.SZ_丰立智能.csv,0,N/A,N/A,N/A,N/A,,
301369.SZ_联动科技.csv,2,-0.04%,50.00%,5.62%,-5.69%,0.987,0.494
301370.SZ_国科恒泰.csv,2,1.59%,50.00%,7.35%,-4.17%,1.764,0.882
301371.SZ_敷尔佳.csv,0,N/A,N/A,N/A,N/A,,
301372.SZ_科净源.csv,0,N/A,N/A,N/A,N/A,,
301373.SZ_凌玮科技.csv,2,-2.50%,50.00%,3.86%,-8.86%,0.436,0.218
301376.SZ_致欧科技.csv,1,-0.77%,0.00%,-0.77%,-0.77%,0.0,0.0
301377.SZ_鼎泰高科.csv,1,5.81%,100.00%,5.81%,5.81%,0.058,0.058
301378.SZ_通达海.csv,1,6.07%,100.00%,6.07%,6.07%,0.061,0.061
301379.SZ_天山电子.csv,0,N/A,N/A,N/A,N/A,,
301380.SZ_挖金客.csv,1,2.33%,100.00%,2.33%,2.33%,0.023,0.023
301381.SZ_赛维时代.csv,0,N/A,N/A,N/A,N/A,,
301382.SZ_蜂助手.csv,1,3.42%,100.00%,3.42%,3.42%,0.034,0.034
301383.SZ_天键股份.csv,0,N/A,N/A,N/A,N/A,,
301386.SZ_未来电器.csv,0,N/A,N/A,N/A,N/A,,
301387.SZ_光大同创.csv,1,14.26%,100.00%,14.26%,14.26%,0.143,0.143
301388.SZ_欣灵电气.csv,0,N/A,N/A,N/A,N/A,,
301389.SZ_隆扬电子.csv,0,N/A,N/A,N/A,N/A,,
301390.SZ_经纬股份.csv,1,9.26%,100.00%,9.26%,9.26%,0.093,0.093
301391.SZ_卡莱特.csv,2,2.30%,50.00%,9.82%,-5.22%,1.88,0.94
301392.SZ_汇成真空.csv,0,N/A,N/A,N/A,N/A,,
301393.SZ_昊帆生物.csv,0,N/A,N/A,N/A,N/A,,
301395.SZ_仁信新材.csv,0,N/A,N/A,N/A,N/A,,
301396.SZ_宏景科技.csv,1,27.48%,100.00%,27.48%,27.48%,0.275,0.275
301397.SZ_溯联股份.csv,1,7.22%,100.00%,7.22%,7.22%,0.072,0.072
301398.SZ_星源卓镁.csv,0,N/A,N/A,N/A,N/A,,
301399.SZ_英特科技.csv,0,N/A,N/A,N/A,N/A,,
301408.SZ_华人健康.csv,1,9.39%,100.00%,9.39%,9.39%,0.094,0.094
301413.SZ_安培龙.csv,0,N/A,N/A,N/A,N/A,,
301418.SZ_协昌科技.csv,0,N/A,N/A,N/A,N/A,,
301419.SZ_阿莱德.csv,1,20.44%,100.00%,20.44%,20.44%,0.204,0.204
301421.SZ_波长光电.csv,0,N/A,N/A,N/A,N/A,,
301428.SZ_世纪恒通.csv,1,2.07%,100.00%,2.07%,2.07%,0.021,0.021
301429.SZ_森泰股份.csv,0,N/A,N/A,N/A,N/A,,
301439.SZ_泓淋电力.csv,0,N/A,N/A,N/A,N/A,,
301446.SZ_福事特.csv,0,N/A,N/A,N/A,N/A,,
301448.SZ_开创电气.csv,2,-0.43%,50.00%,0.05%,-0.92%,0.054,0.027
301456.SZ_盘古智能.csv,0,N/A,N/A,N/A,N/A,,
301458.SZ_钧崴电子.csv,0,N/A,N/A,N/A,N/A,,
301459.SZ_丰茂股份.csv,0,N/A,N/A,N/A,N/A,,
301468.SZ_博盈特焊.csv,0,N/A,N/A,N/A,N/A,,
301469.SZ_恒达新材.csv,1,-21.89%,0.00%,-21.89%,-21.89%,0.0,0.0
301479.SZ_弘景光电.csv,0,N/A,N/A,N/A,N/A,,
301486.SZ_致尚科技.csv,1,-9.14%,0.00%,-9.14%,-9.14%,0.0,0.0
301487.SZ_盟固利.csv,6,-1.47%,33.33%,11.27%,-10.55%,1.218,0.406
301488.SZ_豪恩汽电.csv,0,N/A,N/A,N/A,N/A,,
301489.SZ_思泉新材.csv,0,N/A,N/A,N/A,N/A,,
301498.SZ_乖宝宠物.csv,0,N/A,N/A,N/A,N/A,,
301499.SZ_维科精密.csv,0,N/A,N/A,N/A,N/A,,
301500.SZ_飞南资源.csv,2,-0.90%,0.00%,0.00%,-1.81%,0.0,0.0
301501.SZ_恒鑫生活.csv,0,N/A,N/A,N/A,N/A,,
301502.SZ_华阳智能.csv,0,N/A,N/A,N/A,N/A,,
301503.SZ_智迪科技.csv,0,N/A,N/A,N/A,N/A,,
301505.SZ_苏州规划.csv,0,N/A,N/A,N/A,N/A,,
301507.SZ_民生健康.csv,0,N/A,N/A,N/A,N/A,,
301508.SZ_中机认检.csv,0,N/A,N/A,N/A,N/A,,
301509.SZ_金凯生科.csv,0,N/A,N/A,N/A,N/A,,
301510.SZ_固高科技.csv,2,-6.71%,0.00%,-6.08%,-7.34%,0.0,0.0
301511.SZ_德福科技.csv,0,N/A,N/A,N/A,N/A,,
301512.SZ_智信精密.csv,1,-1.79%,0.00%,-1.79%,-1.79%,0.0,0.0
301515.SZ_港通医疗.csv,0,N/A,N/A,N/A,N/A,,
301516.SZ_中远通.csv,0,N/A,N/A,N/A,N/A,,
301517.SZ_陕西华达.csv,0,N/A,N/A,N/A,N/A,,
301518.SZ_长华化学.csv,1,5.70%,100.00%,5.70%,5.70%,0.057,0.057
301519.SZ_舜禹股份.csv,0,N/A,N/A,N/A,N/A,,
301520.SZ_万邦医药.csv,0,N/A,N/A,N/A,N/A,,
301522.SZ_上大股份.csv,0,N/A,N/A,N/A,N/A,,
301525.SZ_儒竞科技.csv,0,N/A,N/A,N/A,N/A,,
301526.SZ_国际复材.csv,1,1.16%,100.00%,1.16%,1.16%,0.012,0.012
301528.SZ_多浦乐.csv,0,N/A,N/A,N/A,N/A,,
301529.SZ_福赛科技.csv,0,N/A,N/A,N/A,N/A,,
301533.SZ_威马农机.csv,0,N/A,N/A,N/A,N/A,,
301535.SZ_浙江华远.csv,0,N/A,N/A,N/A,N/A,,
301536.SZ_星宸科技.csv,2,-3.21%,50.00%,0.05%,-6.47%,0.008,0.004
301538.SZ_骏鼎达.csv,0,N/A,N/A,N/A,N/A,,
301539.SZ_宏鑫科技.csv,1,4.40%,100.00%,4.40%,4.40%,0.044,0.044
301548.SZ_崇德科技.csv,0,N/A,N/A,N/A,N/A,,
301550.SZ_斯菱股份.csv,0,N/A,N/A,N/A,N/A,,
301551.SZ_无线传媒.csv,0,N/A,N/A,N/A,N/A,,
301552.SZ_科力装备.csv,0,N/A,N/A,N/A,N/A,,
301555.SZ_惠柏新材.csv,0,N/A,N/A,N/A,N/A,,
301556.SZ_托普云农.csv,0,N/A,N/A,N/A,N/A,,
301557.SZ_常友科技.csv,0,N/A,N/A,N/A,N/A,,
301558.SZ_三态股份.csv,0,N/A,N/A,N/A,N/A,,
301559.SZ_中集环科.csv,0,N/A,N/A,N/A,N/A,,
301560.SZ_众捷汽车.csv,0,N/A,N/A,N/A,N/A,,
301565.SZ_中仑新材.csv,1,2.70%,100.00%,2.70%,2.70%,0.027,0.027
301566.SZ_达利凯普.csv,0,N/A,N/A,N/A,N/A,,
301567.SZ_贝隆精密.csv,0,N/A,N/A,N/A,N/A,,
301568.SZ_思泰克.csv,1,7.87%,100.00%,7.87%,7.87%,0.079,0.079
301571.SZ_国科天成.csv,0,N/A,N/A,N/A,N/A,,
301577.SZ_美信科技.csv,0,N/A,N/A,N/A,N/A,,
301578.SZ_辰奕智能.csv,0,N/A,N/A,N/A,N/A,,
301580.SZ_爱迪特.csv,0,N/A,N/A,N/A,N/A,,
301581.SZ_黄山谷捷.csv,0,N/A,N/A,N/A,N/A,,
301585.SZ_蓝宇股份.csv,0,N/A,N/A,N/A,N/A,,
301586.SZ_佳力奇.csv,1,-9.72%,0.00%,-9.72%,-9.72%,0.0,0.0
301587.SZ_中瑞股份.csv,0,N/A,N/A,N/A,N/A,,
301588.SZ_美新科技.csv,0,N/A,N/A,N/A,N/A,,
301589.SZ_诺瓦星云.csv,1,-1.25%,0.00%,-1.25%,-1.25%,0.0,0.0
301590.SZ_C优优.csv,0,N/A,N/A,N/A,N/A,,
301591.SZ_肯特股份.csv,0,N/A,N/A,N/A,N/A,,
301592.SZ_六九一二.csv,0,N/A,N/A,N/A,N/A,,
301595.SZ_太力科技.csv,0,N/A,N/A,N/A,N/A,,
301596.SZ_瑞迪智驱.csv,0,N/A,N/A,N/A,N/A,,
301598.SZ_博科测试.csv,0,N/A,N/A,N/A,N/A,,
301600.SZ_慧翰股份.csv,0,N/A,N/A,N/A,N/A,,
301601.SZ_惠通科技.csv,0,N/A,N/A,N/A,N/A,,
301602.SZ_超研股份.csv,0,N/A,N/A,N/A,N/A,,
301603.SZ_乔锋智能.csv,0,N/A,N/A,N/A,N/A,,
301606.SZ_绿联科技.csv,0,N/A,N/A,N/A,N/A,,
301607.SZ_富特科技.csv,0,N/A,N/A,N/A,N/A,,
301608.SZ_博实结.csv,0,N/A,N/A,N/A,N/A,,
301611.SZ_珂玛科技.csv,0,N/A,N/A,N/A,N/A,,
301613.SZ_新铝时代.csv,2,-10.30%,0.00%,-4.37%,-16.23%,0.0,0.0
301616.SZ_浙江华业.csv,0,N/A,N/A,N/A,N/A,,
301617.SZ_博苑股份.csv,0,N/A,N/A,N/A,N/A,,
301618.SZ_长联科技.csv,1,-1.58%,0.00%,-1.58%,-1.58%,0.0,0.0
301622.SZ_英思特.csv,0,N/A,N/A,N/A,N/A,,
301626.SZ_苏州天脉.csv,0,N/A,N/A,N/A,N/A,,
301628.SZ_强达电路.csv,1,0.13%,100.00%,0.13%,0.13%,0.001,0.001
301629.SZ_矽电股份.csv,0,N/A,N/A,N/A,N/A,,
301631.SZ_壹连科技.csv,0,N/A,N/A,N/A,N/A,,
301633.SZ_港迪技术.csv,0,N/A,N/A,N/A,N/A,,
301636.SZ_泽润新能.csv,0,N/A,N/A,N/A,N/A,,
301658.SZ_首航新能.csv,0,N/A,N/A,N/A,N/A,,
301662.SZ_宏工科技.csv,0,N/A,N/A,N/A,N/A,,
301665.SZ_泰禾股份.csv,0,N/A,N/A,N/A,N/A,,
302132.SZ_中航成飞.csv,6,10.15%,100.00%,52.25%,0.52%,0.102,0.102
430017.BJ_星昊医药.csv,19,2.95%,57.89%,25.00%,-8.57%,2.23,1.291
430047.BJ_诺思兰德.csv,26,7.73%,42.31%,135.70%,-14.42%,4.276,1.809
430090.BJ_同辉信息.csv,11,-2.88%,27.27%,11.01%,-32.48%,0.748,0.204
430139.BJ_华岭股份.csv,32,-0.47%,37.50%,14.66%,-28.47%,1.312,0.492
430198.BJ_微创光电.csv,14,-2.42%,71.43%,14.66%,-72.86%,0.173,0.123
430300.BJ_辰光医疗.csv,30,4.60%,53.33%,37.93%,-15.00%,2.779,1.482
430418.BJ_苏轴股份.csv,27,2.03%,40.74%,63.64%,-34.98%,2.468,1.005
430425.BJ_乐创技术.csv,6,1.49%,50.00%,15.21%,-15.26%,1.306,0.653
430476.BJ_海能技术.csv,21,4.38%,71.43%,25.00%,-12.55%,1.239,0.885
430478.BJ_峆一药业.csv,15,4.88%,46.67%,42.36%,-10.60%,4.071,1.9
430510.BJ_丰光精密.csv,13,5.31%,69.23%,29.80%,-14.31%,1.688,1.168
430556.BJ_雅达股份.csv,15,27.04%,73.33%,406.67%,-24.10%,4.669,3.424
430564.BJ_天润科技.csv,6,-10.18%,16.67%,2.94%,-45.88%,0.184,0.031
430685.BJ_新芝生物.csv,11,8.66%,81.82%,39.22%,-2.76%,6.066,4.963
430718.BJ_合肥高科.csv,10,1.46%,40.00%,12.33%,-5.45%,2.657,1.063
600000.SH_浦发银行.csv,12,3.77%,66.67%,18.26%,-8.94%,1.944,1.296
600004.SH_白云机场.csv,14,-0.48%,35.71%,11.44%,-11.77%,1.42,0.507
600006.SH_东风股份.csv,2,1.34%,50.00%,6.49%,-3.81%,1.701,0.851
600007.SH_中国国贸.csv,7,-0.70%,28.57%,1.45%,-2.37%,0.824,0.235
600008.SH_首创环保.csv,3,0.35%,33.33%,1.31%,-0.25%,5.22,1.74
600009.SH_上海机场.csv,9,-0.39%,44.44%,6.36%,-4.38%,0.935,0.415
600010.SH_包钢股份.csv,6,-1.84%,16.67%,1.45%,-4.43%,0.581,0.097
600011.SH_华能国际.csv,6,-1.79%,33.33%,2.89%,-6.33%,0.545,0.182
600012.SH_皖通高速.csv,5,4.79%,80.00%,12.43%,0.00%,0.048,0.038
600015.SH_华夏银行.csv,10,3.95%,90.00%,18.11%,-1.15%,3.93,3.537
600016.SH_民生银行.csv,6,0.63%,66.67%,5.53%,-5.61%,0.73,0.486
600017.SH_日照港.csv,4,3.11%,75.00%,12.30%,-6.04%,1.02,0.765
600018.SH_上港集团.csv,5,2.23%,40.00%,15.46%,-5.07%,3.838,1.535
600019.SH_宝钢股份.csv,5,3.59%,80.00%,12.55%,-3.22%,1.646,1.317
600020.SH_中原高速.csv,3,0.97%,66.67%,2.81%,-0.44%,3.796,2.53
600021.SH_上海电力.csv,9,2.19%,55.56%,12.32%,-1.90%,3.804,2.114
600022.SH_山东钢铁.csv,2,-3.84%,0.00%,-3.45%,-4.24%,0.0,0.0
600023.SH_浙能电力.csv,4,1.37%,75.00%,3.32%,-0.38%,5.102,3.826
600025.SH_华能水电.csv,2,1.44%,50.00%,3.16%,-0.28%,11.478,5.739
600026.SH_中远海能.csv,8,1.21%,62.50%,14.87%,-5.69%,1.233,0.771
600027.SH_华电国际.csv,4,-2.88%,25.00%,2.90%,-11.52%,0.602,0.151
600028.SH_中国石化.csv,3,-0.48%,33.33%,1.15%,-2.10%,0.89,0.297
600029.SH_南方航空.csv,4,-1.10%,25.00%,0.13%,-3.44%,0.085,0.021
600030.SH_中信证券.csv,1,2.24%,100.00%,2.24%,2.24%,0.022,0.022
600031.SH_三一重工.csv,11,-0.72%,45.45%,12.77%,-31.33%,0.998,0.454
600032.SH_浙江新能.csv,0,N/A,N/A,N/A,N/A,,
600033.SH_福建高速.csv,4,0.23%,50.00%,2.22%,-1.69%,0.77,0.385
600035.SH_楚天高速.csv,5,-3.55%,0.00%,-1.41%,-6.56%,0.0,0.0
600036.SH_招商银行.csv,7,-0.66%,28.57%,9.25%,-4.49%,1.779,0.508
600037.SH_歌华有线.csv,7,8.53%,71.43%,46.44%,-7.28%,3.429,2.45
600038.SH_中直股份.csv,7,1.11%,42.86%,9.76%,-2.41%,3.06,1.312
600039.SH_四川路桥.csv,4,-0.95%,25.00%,1.37%,-3.57%,0.528,0.132
600048.SH_保利发展.csv,8,2.64%,62.50%,8.67%,-1.50%,6.014,3.759
600050.SH_中国联通.csv,3,0.17%,66.67%,2.54%,-3.33%,0.579,0.386
600051.SH_宁波联合.csv,4,-3.00%,25.00%,0.36%,-5.57%,0.086,0.022
600052.SH_东望时代.csv,7,3.86%,42.86%,24.19%,-7.07%,3.208,1.375
600053.SH_九鼎投资.csv,3,-5.50%,0.00%,-0.29%,-9.05%,0.0,0.0
600054.SH_黄山旅游.csv,13,1.96%,76.92%,8.08%,-6.13%,1.06,0.815
600055.SH_万东医疗.csv,4,-0.17%,50.00%,4.02%,-5.75%,0.891,0.445
600056.SH_中国医药.csv,7,2.73%,85.71%,11.02%,-3.30%,1.131,0.969
600057.SH_厦门象屿.csv,2,4.19%,100.00%,4.80%,3.57%,0.042,0.042
600058.SH_五矿发展.csv,4,1.89%,75.00%,4.77%,-2.79%,1.238,0.929
600059.SH_古越龙山.csv,4,9.61%,50.00%,37.18%,-0.40%,60.167,30.084
600060.SH_海信视像.csv,13,-0.56%,46.15%,14.48%,-11.03%,0.944,0.436
600061.SH_国投资本.csv,5,-1.36%,40.00%,3.74%,-4.42%,0.56,0.224
600062.SH_华润双鹤.csv,9,3.30%,88.89%,8.71%,-5.91%,0.753,0.669
600063.SH_皖维高新.csv,5,3.07%,40.00%,16.89%,-2.76%,8.725,3.49
600064.SH_南京高科.csv,4,-0.51%,0.00%,0.00%,-1.08%,0.0,0.0
600066.SH_宇通客车.csv,4,3.29%,50.00%,9.30%,-2.20%,6.589,3.295
600067.SH_冠城新材.csv,11,3.85%,54.55%,15.84%,-5.29%,2.965,1.617
600071.SH_凤凰光学.csv,14,2.89%,64.29%,13.16%,-5.68%,1.935,1.244
600072.SH_中船科技.csv,5,4.23%,80.00%,12.14%,-7.17%,0.987,0.789
600073.SH_光明肉业.csv,4,6.94%,75.00%,12.26%,-2.47%,4.073,3.055
600075.SH_新疆天业.csv,4,1.50%,50.00%,6.66%,-5.04%,1.095,0.547
600076.SH_康欣新材.csv,10,1.82%,60.00%,14.09%,-5.31%,1.462,0.877
600078.SH_澄星股份.csv,10,-0.50%,30.00%,15.69%,-12.84%,2.018,0.605
600079.SH_人福医药.csv,13,1.58%,61.54%,11.20%,-7.45%,1.161,0.714
600080.SH_金花股份.csv,8,-1.74%,25.00%,13.30%,-11.98%,1.796,0.449
600081.SH_东风科技.csv,1,-2.49%,0.00%,-2.49%,-2.49%,0.0,0.0
600082.SH_海泰发展.csv,8,4.18%,50.00%,20.30%,-2.80%,5.288,2.644
600084.SH_中信尼雅.csv,8,-0.44%,50.00%,16.15%,-9.68%,0.854,0.427
600085.SH_同仁堂.csv,8,0.71%,62.50%,16.74%,-9.34%,0.817,0.51
600088.SH_中视传媒.csv,10,10.99%,90.00%,55.65%,-1.65%,7.522,6.77
600089.SH_特变电工.csv,4,0.72%,50.00%,6.15%,-2.18%,1.769,0.885
600094.SH_大名城.csv,8,-0.43%,62.50%,7.81%,-12.61%,0.507,0.317
600095.SH_湘财股份.csv,2,-1.82%,50.00%,5.38%,-9.02%,0.596,0.298
600096.SH_云天化.csv,2,-2.88%,0.00%,-1.10%,-4.65%,0.0,0.0
600097.SH_开创国际.csv,5,-1.74%,40.00%,2.07%,-4.60%,0.423,0.169
600098.SH_广州发展.csv,0,N/A,N/A,N/A,N/A,,
600099.SH_林海股份.csv,6,4.97%,83.33%,21.89%,-5.92%,1.206,1.005
600100.SH_同方股份.csv,13,3.48%,61.54%,33.10%,-11.09%,1.88,1.157
600101.SH_明星电力.csv,1,11.06%,100.00%,11.06%,11.06%,0.111,0.111
600103.SH_青山纸业.csv,4,-0.59%,50.00%,7.17%,-7.28%,0.788,0.394
600104.SH_上汽集团.csv,2,-1.22%,0.00%,-0.44%,-2.00%,0.0,0.0
600105.SH_永鼎股份.csv,9,-1.80%,44.44%,11.95%,-14.11%,0.766,0.34
600106.SH_重庆路桥.csv,6,-2.39%,33.33%,0.91%,-5.56%,0.196,0.065
600107.SH_ST尔雅.csv,14,5.05%,71.43%,27.36%,-7.17%,2.045,1.46
600108.SH_亚盛集团.csv,3,-2.29%,0.00%,-1.94%,-2.62%,0.0,0.0
600109.SH_国金证券.csv,9,1.39%,55.56%,16.37%,-6.96%,1.568,0.871
600110.SH_诺德股份.csv,7,0.46%,42.86%,13.35%,-5.47%,1.676,0.718
600111.SH_北方稀土.csv,8,2.29%,75.00%,9.03%,-9.00%,0.984,0.738
600113.SH_浙江东日.csv,5,-0.78%,40.00%,10.96%,-9.73%,1.243,0.497
600114.SH_东睦股份.csv,4,3.70%,25.00%,24.49%,-4.92%,7.57,1.892
600115.SH_中国东航.csv,9,3.68%,77.78%,13.77%,-3.33%,1.726,1.342
600116.SH_三峡水利.csv,7,-1.93%,28.57%,3.60%,-11.52%,0.793,0.227
600117.SH_西宁特钢.csv,1,0.31%,100.00%,0.31%,0.31%,0.003,0.003
600118.SH_中国卫星.csv,8,1.88%,62.50%,13.62%,-9.01%,1.148,0.717
600119.SH_长江投资.csv,8,5.39%,62.50%,17.15%,-7.00%,2.932,1.832
600120.SH_浙江东方.csv,8,4.04%,37.50%,45.82%,-7.18%,4.942,1.853
600121.SH_郑州煤电.csv,5,-2.66%,20.00%,0.91%,-5.29%,0.256,0.051
600123.SH_兰花科创.csv,1,-0.33%,0.00%,-0.33%,-0.33%,0.0,0.0
